VoteKit RankProfile
Candidates
(D6:D6),(R3:R3),(R2:R2),(R1:R1),(D1:D1),(D3:D3),(D5:D5),(D7:D7),(D2:D2),(D4:D4)
Max Ranking Length
10
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,Ranking_7,Ranking_8,Ranking_9,Ranking_10,&,Weight,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D6'},{'R2'},{'R3'},{'D4'},,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'R3'},{'D6'},,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'R3'},{'D6'},{'D3'},{'D2'},,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'D6'},,,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'D6'},{'D3'},{'D2'},,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'D6'},{'D3'},{'R3'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'D6'},{'R2'},,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'D6'},{'R3'},,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'R2'},{'R3'},,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D4'},{'D3'},{'R2'},{'D6'},,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'R1'},{'D2'},{'R2'},{'R3'},{'D6'},{'D4'},,&,1.0,&
{'D5'},{'D1'},{'D7'},{'D2'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},{'D4'},{'D3'},&,1.0,&
{'D5'},{'D1'},{'D7'},{'D2'},{'D4'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'D3'},,,,,,,&,2.0,&
{'D5'},{'D1'},{'D7'},{'D3'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'D3'},{'R1'},{'R3'},,,,,&,2.0,&
{'D5'},{'D1'},{'D7'},{'D3'},{'D6'},{'D4'},,,,,&,1.0,&
{'D5'},{'D1'},{'D7'},{'D3'},{'D6'},{'D4'},{'R3'},{'R1'},{'D2'},{'R2'},&,1.0,&
{'D5'},{'D1'},{'D7'},{'D3'},{'D6'},{'D4'},{'D2'},,,,&,1.0,&
{'D5'},{'D1'},,,,,,,,,&,67.0,&
{'D5'},{'D1'},{'R2'},,,,,,,,&,2.0,&
{'D5'},{'D1'},{'R2'},{'D6'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D6'},{'D3'},{'D7'},,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D6'},{'R1'},{'D7'},,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D6'},{'R1'},{'D7'},{'D4'},,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D6'},{'D7'},,,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'R3'},{'D7'},{'D6'},,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'R3'},{'D7'},{'D6'},{'R1'},,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D7'},,,,,,,&,4.0,&
{'D5'},{'D1'},{'R2'},{'D7'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D7'},{'R1'},{'D4'},{'D6'},{'D3'},,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'D7'},{'D6'},{'D4'},,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'R1'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'R2'},{'R1'},{'R3'},{'D7'},{'D4'},{'D3'},{'D6'},,&,1.0,&
{'D5'},{'D1'},{'D6'},,,,,,,,&,16.0,&
{'D5'},{'D1'},{'D6'},{'R2'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R2'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R2'},{'R1'},{'D4'},,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R3'},{'R2'},{'R1'},{'D7'},,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R3'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R3'},{'R1'},{'D4'},{'D7'},,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R3'},{'D7'},{'D4'},{'R1'},{'D3'},{'D2'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},,,,,,,&,7.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'R3'},{'D3'},{'R1'},{'D4'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'R1'},,,,,,&,2.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'R1'},{'D4'},,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'R1'},{'D4'},{'D3'},{'R3'},{'D2'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'R1'},{'D3'},{'R3'},{'D4'},{'D2'},{'R2'},&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'D4'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D7'},{'D4'},{'D3'},,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D4'},,,,,,,&,3.0,&
{'D5'},{'D1'},{'D6'},{'D4'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D4'},{'R2'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D4'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'D4'},{'D7'},{'R1'},{'R3'},{'D3'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'R3'},{'D7'},{'D3'},{'D4'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'R3'},{'R2'},,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'R2'},{'R3'},,,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'R2'},{'D7'},{'D4'},{'D3'},,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'R2'},{'D7'},{'D3'},,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},,,,,,&,3.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'D4'},{'D2'},,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'R3'},{'D4'},{'D2'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'R3'},{'R2'},{'D4'},{'D2'},{'D3'},&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'R2'},{'D4'},{'R3'},{'D3'},,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'D3'},{'D4'},,,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'D3'},{'D4'},{'R3'},,,&,1.0,&
{'D5'},{'D1'},{'D6'},{'R1'},{'D7'},{'D2'},{'R3'},{'R2'},{'D4'},,&,1.0,&
{'D5'},{'D1'},{'D4'},,,,,,,,&,8.0,&
{'D5'},{'D1'},{'D4'},{'D6'},,,,,,,&,2.0,&
{'D5'},{'D1'},{'D4'},{'D6'},{'D7'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D6'},{'D7'},{'D3'},{'R1'},{'R3'},{'R2'},{'D2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'R3'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R3'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R3'},{'R1'},{'D7'},{'R2'},{'D6'},,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R3'},{'D6'},{'D7'},,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R3'},{'D7'},{'D6'},{'D3'},{'R2'},{'D2'},{'R1'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'R3'},{'D7'},{'R1'},{'D3'},{'D6'},{'D2'},,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R3'},{'R1'},{'D6'},{'D3'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D3'},{'D6'},{'R1'},{'D2'},,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D3'},{'R1'},{'R2'},{'R3'},{'D6'},{'D2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R1'},,,,,,&,2.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R1'},{'R3'},{'R2'},,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R1'},{'R3'},{'R2'},{'D6'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R1'},{'D6'},{'R3'},{'R2'},{'D2'},{'D3'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R1'},{'R2'},{'D3'},{'D2'},{'R3'},,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'R1'},{'D3'},,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D6'},{'D3'},{'R3'},{'D2'},,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D6'},{'R1'},{'D3'},,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D6'},{'R1'},{'R3'},{'D3'},{'D2'},{'R2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D6'},{'D2'},{'R1'},,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D7'},{'D2'},{'R1'},{'D6'},{'R3'},{'D3'},{'R2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},,,,,,,&,4.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'R3'},{'R2'},{'D7'},{'D6'},{'D3'},,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'R2'},{'R3'},,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'R2'},{'R3'},{'D3'},{'D6'},{'D7'},{'D2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'D6'},{'D7'},{'R3'},{'D2'},{'D3'},{'R2'},&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'D7'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'D7'},{'R3'},,,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'R1'},{'D7'},{'D6'},{'R3'},,,,&,1.0,&
{'D5'},{'D1'},{'D4'},{'D2'},{'R1'},{'R3'},{'R2'},{'D7'},{'D6'},{'D3'},&,1.0,&
{'D5'},{'D1'},{'D3'},,,,,,,,&,1.0,&
{'D5'},{'D1'},{'D3'},{'D6'},{'D4'},{'R1'},{'R3'},{'D7'},{'R2'},,&,1.0,&
{'D5'},{'D1'},{'D3'},{'R2'},{'D7'},{'R3'},,,,,&,1.0,&
{'D5'},{'D1'},{'D3'},{'R3'},{'R2'},{'R1'},{'D4'},{'D7'},{'D6'},,&,1.0,&
{'D5'},{'D1'},{'D3'},{'D7'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D1'},{'D3'},{'R1'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'D3'},{'R1'},{'D7'},{'R3'},{'R2'},,,,&,1.0,&
{'D5'},{'D1'},{'D2'},,,,,,,,&,1.0,&
{'D5'},{'D1'},{'D2'},{'D7'},,,,,,,&,1.0,&
{'D5'},{'D1'},{'D2'},{'D4'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'R1'},,,,,,,,&,3.0,&
{'D5'},{'D3'},{'R1'},{'D6'},{'R3'},{'D4'},{'D7'},{'R2'},,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'R2'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'R3'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'R3'},{'R2'},,,,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'R3'},{'D7'},{'R2'},{'D1'},{'D4'},{'D6'},,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D7'},{'R3'},{'D1'},{'R2'},{'D6'},,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D7'},{'D4'},{'D1'},{'R3'},,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D7'},{'D4'},{'D6'},{'D1'},{'R3'},{'D2'},,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D7'},{'D2'},,,,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D4'},{'D7'},{'D1'},{'R3'},,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D1'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'R1'},{'D2'},{'R3'},{'D7'},{'R2'},{'D6'},,,&,1.0,&
{'D5'},{'D3'},{'R3'},{'R2'},{'R1'},{'D6'},{'D4'},,,,&,1.0,&
{'D5'},{'D3'},{'R3'},{'D7'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'R3'},{'D1'},{'R1'},{'R2'},{'D7'},{'D6'},{'D4'},{'D2'},&,1.0,&
{'D5'},{'D3'},{'R3'},{'R1'},{'R2'},,,,,,&,1.0,&
{'D5'},{'D3'},{'R3'},{'R1'},{'D4'},{'R2'},{'D7'},{'D6'},{'D1'},,&,1.0,&
{'D5'},{'D3'},{'D7'},,,,,,,,&,3.0,&
{'D5'},{'D3'},{'D7'},{'D6'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D6'},{'D1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D6'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D6'},{'D4'},{'R3'},,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R3'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R3'},{'D1'},{'D4'},{'R1'},,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R3'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D4'},{'D6'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D1'},{'R1'},{'D4'},{'D6'},,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D1'},{'D6'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'D1'},{'D6'},{'D4'},{'D2'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D5'},{'D3'},{'D7'},{'D1'},{'D6'},{'R1'},{'D4'},{'R2'},,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R1'},,,,,,,&,2.0,&
{'D5'},{'D3'},{'D7'},{'R1'},{'R3'},{'D1'},,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R1'},{'R3'},{'D1'},{'D6'},{'D4'},{'D2'},,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R1'},{'R2'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D7'},{'R1'},{'D1'},{'R3'},{'D4'},{'D6'},{'D2'},{'R2'},&,1.0,&
{'D5'},{'D3'},{'D1'},,,,,,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'D6'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'D6'},{'R1'},{'R3'},,,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'D7'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'D4'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'D4'},{'R1'},{'D6'},{'D7'},,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'R1'},{'D7'},{'D4'},,,,,&,1.0,&
{'D5'},{'D3'},{'D1'},{'R1'},{'D7'},{'D6'},{'R3'},{'R2'},,,&,1.0,&
{'D5'},{'D3'},,,,,,,,,&,7.0,&
{'D5'},{'D3'},{'R2'},{'D7'},{'D1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'R2'},{'R1'},{'D1'},{'D4'},{'D6'},,,,&,1.0,&
{'D5'},{'D3'},{'D6'},,,,,,,,&,4.0,&
{'D5'},{'D3'},{'D6'},{'R2'},{'D1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D6'},{'D7'},,,,,,,&,1.0,&
{'D5'},{'D3'},{'D4'},,,,,,,,&,2.0,&
{'D5'},{'D3'},{'D4'},{'R2'},{'D7'},{'D1'},{'D6'},,,,&,1.0,&
{'D5'},{'D3'},{'D4'},{'D7'},{'R3'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D4'},{'D7'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D4'},{'D1'},{'R1'},,,,,,&,1.0,&
{'D5'},{'D3'},{'D4'},{'R1'},{'D7'},,,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},,,,,,,,&,50.0,&
{'D5'},{'R1'},{'R3'},{'D6'},,,,,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'R2'},,,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'R2'},{'D4'},{'D7'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'R2'},{'D7'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'R2'},{'D7'},{'D1'},{'D4'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'R2'},{'D7'},{'D1'},{'D3'},{'D4'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D1'},{'D7'},,,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D1'},{'R2'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D1'},{'R2'},{'D4'},{'D7'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D3'},{'D4'},{'R2'},{'D1'},{'D7'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D4'},{'D7'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D7'},{'R2'},,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D7'},{'R2'},{'D4'},{'D1'},{'D2'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D7'},{'R2'},{'D1'},{'D4'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D7'},{'R2'},{'D1'},{'D4'},{'D2'},{'D3'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D6'},{'D7'},{'D2'},{'D1'},{'D4'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},,,,,,,&,16.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},,,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D4'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D4'},{'D7'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D6'},{'D7'},{'D4'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D7'},,,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D7'},{'D6'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D7'},{'D4'},{'D2'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D1'},{'D7'},{'D4'},{'D6'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D3'},{'D1'},{'D7'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D3'},{'D6'},{'D7'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D3'},{'D7'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},,,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},{'D1'},,,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},{'D1'},{'D7'},{'D4'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},{'D1'},{'D7'},{'D4'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},{'D7'},{'D4'},{'D1'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},{'D7'},{'D2'},{'D1'},{'D4'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D6'},{'D7'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},,,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D6'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D6'},{'D7'},,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D6'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D7'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D7'},{'D6'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D7'},{'D1'},,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D7'},{'D1'},{'D6'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D4'},{'D3'},{'D7'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},,,,,,&,15.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D4'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D4'},{'D6'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D4'},{'D6'},{'D2'},{'D1'},{'D3'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D4'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},,,,,&,4.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D6'},,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D6'},{'D4'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D6'},{'D4'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D6'},{'D4'},{'D2'},{'D3'},&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D4'},,,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D4'},{'D6'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D4'},{'D6'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D4'},{'D3'},{'D6'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D3'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D1'},{'D3'},{'D6'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D6'},,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D6'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D6'},{'D1'},{'D4'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D3'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'R2'},{'D7'},{'D3'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},,,,,,,&,13.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},,,,,,&,9.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D4'},,,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D4'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D4'},{'D1'},{'D6'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D4'},{'D1'},{'D3'},{'D6'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D1'},,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D1'},{'D6'},{'D4'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D1'},{'D4'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D1'},{'D4'},{'D6'},{'D3'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D6'},{'D1'},{'D4'},,,&,2.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'R2'},{'D3'},{'D6'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},,,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D4'},,,,,&,3.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D4'},{'D6'},{'R2'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D4'},{'D6'},{'D3'},{'R2'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D4'},{'D6'},{'D3'},{'R2'},{'D2'},&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D6'},{'D4'},{'R2'},{'D3'},,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D6'},{'R2'},{'D4'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'D6'},{'R2'},{'D4'},{'D3'},{'D2'},&,2.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'R2'},{'D6'},{'D4'},{'D3'},{'D2'},&,2.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D1'},{'R2'},{'D4'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D3'},{'D6'},{'D1'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D6'},{'D4'},{'D1'},{'R2'},,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D6'},{'D1'},{'R2'},,,,&,1.0,&
{'D5'},{'R1'},{'R3'},{'D7'},{'D6'},{'R2'},{'D1'},,,,&,1.0,&
